respondent_id,cohort,age_band,episode,score
R0963,Neobank / payments app,18-29,Open an account,9
R0963,Neobank / payments app,18-29,Make a payment,8
R0963,Neobank / payments app,18-29,Get support,7
R0963,Neobank / payments app,18-29,Apply for credit,7
R0964,Neobank / payments app,45-59,Open an account,8
R0964,Neobank / payments app,45-59,Make a payment,7
R0964,Neobank / payments app,45-59,Get support,7
R0964,Neobank / payments app,45-59,Apply for credit,8
R0965,Public bank,18-29,Open an account,7
R0965,Public bank,18-29,Make a payment,10
R0965,Public bank,18-29,Get support,4
R0965,Public bank,18-29,Apply for credit,7
R0966,Neobank / payments app,18-29,Open an account,9
R0966,Neobank / payments app,18-29,Make a payment,9
R0966,Neobank / payments app,18-29,Get support,6
R0966,Neobank / payments app,18-29,Apply for credit,8
R0967,Public bank,30-44,Open an account,7
R0967,Public bank,30-44,Make a payment,8
R0967,Public bank,30-44,Get support,6
R0967,Public bank,30-44,Apply for credit,9
R0968,Neobank / payments app,18-29,Open an account,8
R0968,Neobank / payments app,18-29,Make a payment,9
R0968,Neobank / payments app,18-29,Get support,9
R0968,Neobank / payments app,18-29,Apply for credit,4
R0969,Neobank / payments app,45-59,Open an account,9
R0969,Neobank / payments app,45-59,Make a payment,9
R0969,Neobank / payments app,45-59,Get support,6
R0969,Neobank / payments app,45-59,Apply for credit,6
R0970,Neobank / payments app,30-44,Open an account,10
R0970,Neobank / payments app,30-44,Make a payment,10
R0970,Neobank / payments app,30-44,Get support,6
R0970,Neobank / payments app,30-44,Apply for credit,6
R0971,Public bank,18-29,Open an account,10
R0971,Public bank,18-29,Make a payment,4
R0971,Public bank,18-29,Get support,4
R0971,Public bank,18-29,Apply for credit,5
R0972,Private bank,30-44,Open an account,9
R0972,Private bank,30-44,Make a payment,6
R0972,Private bank,30-44,Get support,10
R0972,Private bank,30-44,Apply for credit,8
R0973,Public bank,18-29,Open an account,4
R0973,Public bank,18-29,Make a payment,8
R0973,Public bank,18-29,Get support,9
R0973,Public bank,18-29,Apply for credit,5
R0974,Private bank,18-29,Open an account,7
R0974,Private bank,18-29,Make a payment,9
R0974,Private bank,18-29,Get support,10
R0974,Private bank,18-29,Apply for credit,8
R0975,Neobank / payments app,18-29,Open an account,10
R0975,Neobank / payments app,18-29,Make a payment,8
R0975,Neobank / payments app,18-29,Get support,5
R0975,Neobank / payments app,18-29,Apply for credit,8
R0976,Private bank,30-44,Open an account,5
R0976,Private bank,30-44,Make a payment,9
R0976,Private bank,30-44,Get support,6
R0976,Private bank,30-44,Apply for credit,9
R0977,Private bank,18-29,Open an account,10
R0977,Private bank,18-29,Make a payment,10
R0977,Private bank,18-29,Get support,9
R0977,Private bank,18-29,Apply for credit,7
R0978,Neobank / payments app,30-44,Open an account,8
R0978,Neobank / payments app,30-44,Make a payment,5
R0978,Neobank / payments app,30-44,Get support,5
R0978,Neobank / payments app,30-44,Apply for credit,10
R0979,Private bank,45-59,Open an account,5
R0979,Private bank,45-59,Make a payment,9
R0979,Private bank,45-59,Get support,8
R0979,Private bank,45-59,Apply for credit,6
R0980,Public bank,18-29,Open an account,4
R0980,Public bank,18-29,Make a payment,5
R0980,Public bank,18-29,Get support,6
R0980,Public bank,18-29,Apply for credit,7
R0981,Private bank,18-29,Open an account,6
R0981,Private bank,18-29,Make a payment,8
R0981,Private bank,18-29,Get support,6
R0981,Private bank,18-29,Apply for credit,8
R0982,Private bank,18-29,Open an account,8
R0982,Private bank,18-29,Make a payment,7
R0982,Private bank,18-29,Get support,10
R0982,Private bank,18-29,Apply for credit,3
R0983,Private bank,18-29,Open an account,8
R0983,Private bank,18-29,Make a payment,8
R0983,Private bank,18-29,Get support,6
R0983,Private bank,18-29,Apply for credit,7
R0984,Private bank,30-44,Open an account,10
R0984,Private bank,30-44,Make a payment,7
R0984,Private bank,30-44,Get support,7
R0984,Private bank,30-44,Apply for credit,9
R0985,Private bank,18-29,Open an account,7
R0985,Private bank,18-29,Make a payment,7
R0985,Private bank,18-29,Get support,5
R0985,Private bank,18-29,Apply for credit,8
R0986,Private bank,30-44,Open an account,10
R0986,Private bank,30-44,Make a payment,7
R0986,Private bank,30-44,Get support,9
R0986,Private bank,30-44,Apply for credit,10
R0987,Neobank / payments app,60+,Open an account,8
R0987,Neobank / payments app,60+,Make a payment,6
R0987,Neobank / payments app,60+,Get support,6
R0987,Neobank / payments app,60+,Apply for credit,4
R0988,Private bank,18-29,Open an account,7
R0988,Private bank,18-29,Make a payment,6
R0988,Private bank,18-29,Get support,8
R0988,Private bank,18-29,Apply for credit,7
R0989,Private bank,18-29,Open an account,6
R0989,Private bank,18-29,Make a payment,10
R0989,Private bank,18-29,Get support,7
R0989,Private bank,18-29,Apply for credit,6
R0990,Neobank / payments app,45-59,Open an account,10
R0990,Neobank / payments app,45-59,Make a payment,7
R0990,Neobank / payments app,45-59,Get support,7
R0990,Neobank / payments app,45-59,Apply for credit,7
R0991,Public bank,45-59,Open an account,7
R0991,Public bank,45-59,Make a payment,8
R0991,Public bank,45-59,Get support,6
R0991,Public bank,45-59,Apply for credit,8
R0992,Private bank,18-29,Open an account,7
R0992,Private bank,18-29,Make a payment,8
R0992,Private bank,18-29,Get support,8
R0992,Private bank,18-29,Apply for credit,5
R0993,Public bank,18-29,Open an account,7
R0993,Public bank,18-29,Make a payment,4
R0993,Public bank,18-29,Get support,4
R0993,Public bank,18-29,Apply for credit,6
R0994,Private bank,30-44,Open an account,8
R0994,Private bank,30-44,Make a payment,8
R0994,Private bank,30-44,Get support,7
R0994,Private bank,30-44,Apply for credit,7
R0995,Neobank / payments app,45-59,Open an account,9
R0995,Neobank / payments app,45-59,Make a payment,10
R0995,Neobank / payments app,45-59,Get support,5
R0995,Neobank / payments app,45-59,Apply for credit,6
R0996,Private bank,18-29,Open an account,6
R0996,Private bank,18-29,Make a payment,10
R0996,Private bank,18-29,Get support,8
R0996,Private bank,18-29,Apply for credit,9
R0997,Private bank,18-29,Open an account,10
R0997,Private bank,18-29,Make a payment,9
R0997,Private bank,18-29,Get support,8
R0997,Private bank,18-29,Apply for credit,6
R0998,Public bank,18-29,Open an account,4
R0998,Public bank,18-29,Make a payment,5
R0998,Public bank,18-29,Get support,7
R0998,Public bank,18-29,Apply for credit,8
R0999,Private bank,30-44,Open an account,7
R0999,Private bank,30-44,Make a payment,9
R0999,Private bank,30-44,Get support,4
R0999,Private bank,30-44,Apply for credit,9
R1000,Private bank,30-44,Open an account,7
R1000,Private bank,30-44,Make a payment,9
R1000,Private bank,30-44,Get support,9
R1000,Private bank,30-44,Apply for credit,7
R1001,Neobank / payments app,30-44,Open an account,9
R1001,Neobank / payments app,30-44,Make a payment,10
R1001,Neobank / payments app,30-44,Get support,3
R1001,Neobank / payments app,30-44,Apply for credit,9
R1002,Private bank,30-44,Open an account,8
R1002,Private bank,30-44,Make a payment,6
R1002,Private bank,30-44,Get support,10
R1002,Private bank,30-44,Apply for credit,8
R1003,Private bank,30-44,Open an account,8
R1003,Private bank,30-44,Make a payment,9
R1003,Private bank,30-44,Get support,6
R1003,Private bank,30-44,Apply for credit,6
R1004,Private bank,30-44,Open an account,7
R1004,Private bank,30-44,Make a payment,8
R1004,Private bank,30-44,Get support,9
R1004,Private bank,30-44,Apply for credit,10
R1005,Neobank / payments app,45-59,Open an account,6
R1005,Neobank / payments app,45-59,Make a payment,10
R1005,Neobank / payments app,45-59,Get support,9
R1005,Neobank / payments app,45-59,Apply for credit,8
R1006,Private bank,18-29,Open an account,10
R1006,Private bank,18-29,Make a payment,7
R1006,Private bank,18-29,Get support,6
R1006,Private bank,18-29,Apply for credit,7
R1007,Private bank,30-44,Open an account,10
R1007,Private bank,30-44,Make a payment,8
R1007,Private bank,30-44,Get support,6
R1007,Private bank,30-44,Apply for credit,10
R1008,Neobank / payments app,30-44,Open an account,9
R1008,Neobank / payments app,30-44,Make a payment,7
R1008,Neobank / payments app,30-44,Get support,8
R1008,Neobank / payments app,30-44,Apply for credit,8
R1009,Neobank / payments app,18-29,Open an account,10
R1009,Neobank / payments app,18-29,Make a payment,10
R1009,Neobank / payments app,18-29,Get support,6
R1009,Neobank / payments app,18-29,Apply for credit,6
R1010,Neobank / payments app,18-29,Open an account,10
R1010,Neobank / payments app,18-29,Make a payment,10
R1010,Neobank / payments app,18-29,Get support,5
R1010,Neobank / payments app,18-29,Apply for credit,9
R1011,Neobank / payments app,45-59,Open an account,9
R1011,Neobank / payments app,45-59,Make a payment,9
R1011,Neobank / payments app,45-59,Get support,3
R1011,Neobank / payments app,45-59,Apply for credit,6
R1012,Public bank,30-44,Open an account,7
R1012,Public bank,30-44,Make a payment,7
R1012,Public bank,30-44,Get support,7
R1012,Public bank,30-44,Apply for credit,8
R1013,Private bank,30-44,Open an account,10
R1013,Private bank,30-44,Make a payment,5
R1013,Private bank,30-44,Get support,7
R1013,Private bank,30-44,Apply for credit,5
R1014,Private bank,30-44,Open an account,7
R1014,Private bank,30-44,Make a payment,8
R1014,Private bank,30-44,Get support,10
R1014,Private bank,30-44,Apply for credit,10
R1015,Public bank,18-29,Open an account,8
R1015,Public bank,18-29,Make a payment,10
R1015,Public bank,18-29,Get support,10
R1015,Public bank,18-29,Apply for credit,6
R1016,Public bank,45-59,Open an account,6
R1016,Public bank,45-59,Make a payment,8
R1016,Public bank,45-59,Get support,5
R1016,Public bank,45-59,Apply for credit,7
R1017,Private bank,30-44,Open an account,10
R1017,Private bank,30-44,Make a payment,7
R1017,Private bank,30-44,Get support,10
R1017,Private bank,30-44,Apply for credit,7
R1018,Private bank,18-29,Open an account,7
R1018,Private bank,18-29,Make a payment,8
R1018,Private bank,18-29,Get support,9
R1018,Private bank,18-29,Apply for credit,9
R1019,Private bank,18-29,Open an account,9
R1019,Private bank,18-29,Make a payment,7
R1019,Private bank,18-29,Get support,7
R1019,Private bank,18-29,Apply for credit,8
R1020,Public bank,30-44,Open an account,7
R1020,Public bank,30-44,Make a payment,5
R1020,Public bank,30-44,Get support,5
R1020,Public bank,30-44,Apply for credit,5
R1021,Private bank,30-44,Open an account,5
R1021,Private bank,30-44,Make a payment,8
R1021,Private bank,30-44,Get support,8
R1021,Private bank,30-44,Apply for credit,10
R1022,Neobank / payments app,60+,Open an account,7
R1022,Neobank / payments app,60+,Make a payment,10
R1022,Neobank / payments app,60+,Get support,6
R1022,Neobank / payments app,60+,Apply for credit,8
R1023,Private bank,60+,Open an account,7
R1023,Private bank,60+,Make a payment,10
R1023,Private bank,60+,Get support,8
R1023,Private bank,60+,Apply for credit,10
R1024,Neobank / payments app,45-59,Open an account,9
R1024,Neobank / payments app,45-59,Make a payment,10
R1024,Neobank / payments app,45-59,Get support,6
R1024,Neobank / payments app,45-59,Apply for credit,9
R1025,Neobank / payments app,30-44,Open an account,8
R1025,Neobank / payments app,30-44,Make a payment,7
R1025,Neobank / payments app,30-44,Get support,9
R1025,Neobank / payments app,30-44,Apply for credit,7
R1026,Private bank,18-29,Open an account,10
R1026,Private bank,18-29,Make a payment,10
R1026,Private bank,18-29,Get support,5
R1026,Private bank,18-29,Apply for credit,4
R1027,Private bank,30-44,Open an account,9
R1027,Private bank,30-44,Make a payment,10
R1027,Private bank,30-44,Get support,5
R1027,Private bank,30-44,Apply for credit,6
R1028,Private bank,18-29,Open an account,8
R1028,Private bank,18-29,Make a payment,8
R1028,Private bank,18-29,Get support,5
R1028,Private bank,18-29,Apply for credit,8
R1029,Public bank,60+,Open an account,9
R1029,Public bank,60+,Make a payment,7
R1029,Public bank,60+,Get support,10
R1029,Public bank,60+,Apply for credit,7
R1030,Private bank,18-29,Open an account,8
R1030,Private bank,18-29,Make a payment,6
R1030,Private bank,18-29,Get support,8
R1030,Private bank,18-29,Apply for credit,6
R1031,Private bank,18-29,Open an account,10
R1031,Private bank,18-29,Make a payment,8
R1031,Private bank,18-29,Get support,8
R1031,Private bank,18-29,Apply for credit,6
R1032,Neobank / payments app,60+,Open an account,9
R1032,Neobank / payments app,60+,Make a payment,10
R1032,Neobank / payments app,60+,Get support,5
R1032,Neobank / payments app,60+,Apply for credit,7
R1033,Private bank,18-29,Open an account,7
R1033,Private bank,18-29,Make a payment,10
R1033,Private bank,18-29,Get support,5
R1033,Private bank,18-29,Apply for credit,10
R1034,Neobank / payments app,30-44,Open an account,9
R1034,Neobank / payments app,30-44,Make a payment,8
R1034,Neobank / payments app,30-44,Get support,7
R1034,Neobank / payments app,30-44,Apply for credit,8
R1035,Neobank / payments app,18-29,Open an account,8
R1035,Neobank / payments app,18-29,Make a payment,10
R1035,Neobank / payments app,18-29,Get support,7
R1035,Neobank / payments app,18-29,Apply for credit,7
R1036,Neobank / payments app,30-44,Open an account,9
R1036,Neobank / payments app,30-44,Make a payment,5
R1036,Neobank / payments app,30-44,Get support,9
R1036,Neobank / payments app,30-44,Apply for credit,7
R1037,Neobank / payments app,30-44,Open an account,5
R1037,Neobank / payments app,30-44,Make a payment,7
R1037,Neobank / payments app,30-44,Get support,9
R1037,Neobank / payments app,30-44,Apply for credit,6
R1038,Private bank,18-29,Open an account,7
R1038,Private bank,18-29,Make a payment,7
R1038,Private bank,18-29,Get support,7
R1038,Private bank,18-29,Apply for credit,7
R1039,Private bank,18-29,Open an account,8
R1039,Private bank,18-29,Make a payment,8
R1039,Private bank,18-29,Get support,4
R1039,Private bank,18-29,Apply for credit,9
R1040,Neobank / payments app,30-44,Open an account,7
R1040,Neobank / payments app,30-44,Make a payment,10
R1040,Neobank / payments app,30-44,Get support,6
R1040,Neobank / payments app,30-44,Apply for credit,5
R1041,Neobank / payments app,60+,Open an account,7
R1041,Neobank / payments app,60+,Make a payment,8
R1041,Neobank / payments app,60+,Get support,5
R1041,Neobank / payments app,60+,Apply for credit,9
R1042,Neobank / payments app,30-44,Open an account,10
R1042,Neobank / payments app,30-44,Make a payment,9
R1042,Neobank / payments app,30-44,Get support,5
R1042,Neobank / payments app,30-44,Apply for credit,8
R1043,Private bank,30-44,Open an account,7
R1043,Private bank,30-44,Make a payment,9
R1043,Private bank,30-44,Get support,10
R1043,Private bank,30-44,Apply for credit,7
R1044,Neobank / payments app,30-44,Open an account,8
R1044,Neobank / payments app,30-44,Make a payment,10
R1044,Neobank / payments app,30-44,Get support,3
R1044,Neobank / payments app,30-44,Apply for credit,7
R1045,Neobank / payments app,45-59,Open an account,10
R1045,Neobank / payments app,45-59,Make a payment,8
R1045,Neobank / payments app,45-59,Get support,3
R1045,Neobank / payments app,45-59,Apply for credit,4
R1046,Neobank / payments app,30-44,Open an account,10
R1046,Neobank / payments app,30-44,Make a payment,10
R1046,Neobank / payments app,30-44,Get support,6
R1046,Neobank / payments app,30-44,Apply for credit,5
R1047,Neobank / payments app,30-44,Open an account,10
R1047,Neobank / payments app,30-44,Make a payment,10
R1047,Neobank / payments app,30-44,Get support,9
R1047,Neobank / payments app,30-44,Apply for credit,7
R1048,Public bank,45-59,Open an account,10
R1048,Public bank,45-59,Make a payment,6
R1048,Public bank,45-59,Get support,9
R1048,Public bank,45-59,Apply for credit,8
R1049,Neobank / payments app,30-44,Open an account,7
R1049,Neobank / payments app,30-44,Make a payment,10
R1049,Neobank / payments app,30-44,Get support,8
R1049,Neobank / payments app,30-44,Apply for credit,6
R1050,Private bank,30-44,Open an account,6
R1050,Private bank,30-44,Make a payment,7
R1050,Private bank,30-44,Get support,7
R1050,Private bank,30-44,Apply for credit,10
R1051,Public bank,30-44,Open an account,6
R1051,Public bank,30-44,Make a payment,6
R1051,Public bank,30-44,Get support,7
R1051,Public bank,30-44,Apply for credit,8
R1052,Public bank,30-44,Open an account,6
R1052,Public bank,30-44,Make a payment,9
R1052,Public bank,30-44,Get support,9
R1052,Public bank,30-44,Apply for credit,5
R1053,Neobank / payments app,30-44,Open an account,7
R1053,Neobank / payments app,30-44,Make a payment,6
R1053,Neobank / payments app,30-44,Get support,8
R1053,Neobank / payments app,30-44,Apply for credit,10
R1054,Neobank / payments app,30-44,Open an account,6
R1054,Neobank / payments app,30-44,Make a payment,10
R1054,Neobank / payments app,30-44,Get support,7
R1054,Neobank / payments app,30-44,Apply for credit,9
R1055,Private bank,18-29,Open an account,7
R1055,Private bank,18-29,Make a payment,10
R1055,Private bank,18-29,Get support,7
R1055,Private bank,18-29,Apply for credit,7
R1056,Neobank / payments app,60+,Open an account,7
R1056,Neobank / payments app,60+,Make a payment,7
R1056,Neobank / payments app,60+,Get support,9
R1056,Neobank / payments app,60+,Apply for credit,8
R1057,Public bank,18-29,Open an account,8
R1057,Public bank,18-29,Make a payment,6
R1057,Public bank,18-29,Get support,7
R1057,Public bank,18-29,Apply for credit,9
R1058,Private bank,30-44,Open an account,6
R1058,Private bank,30-44,Make a payment,5
R1058,Private bank,30-44,Get support,10
R1058,Private bank,30-44,Apply for credit,5
R1059,Neobank / payments app,30-44,Open an account,10
R1059,Neobank / payments app,30-44,Make a payment,6
R1059,Neobank / payments app,30-44,Get support,7
R1059,Neobank / payments app,30-44,Apply for credit,9
R1060,Neobank / payments app,60+,Open an account,5
R1060,Neobank / payments app,60+,Make a payment,7
R1060,Neobank / payments app,60+,Get support,3
R1060,Neobank / payments app,60+,Apply for credit,9
R1061,Private bank,30-44,Open an account,10
R1061,Private bank,30-44,Make a payment,8
R1061,Private bank,30-44,Get support,7
R1061,Private bank,30-44,Apply for credit,9
R1062,Public bank,30-44,Open an account,8
R1062,Public bank,30-44,Make a payment,4
R1062,Public bank,30-44,Get support,7
R1062,Public bank,30-44,Apply for credit,9
R1063,Neobank / payments app,18-29,Open an account,9
R1063,Neobank / payments app,18-29,Make a payment,10
R1063,Neobank / payments app,18-29,Get support,8
R1063,Neobank / payments app,18-29,Apply for credit,6
R1064,Neobank / payments app,60+,Open an account,10
R1064,Neobank / payments app,60+,Make a payment,9
R1064,Neobank / payments app,60+,Get support,8
R1064,Neobank / payments app,60+,Apply for credit,6
R1065,Public bank,18-29,Open an account,6
R1065,Public bank,18-29,Make a payment,9
R1065,Public bank,18-29,Get support,8
R1065,Public bank,18-29,Apply for credit,7
R1066,Private bank,30-44,Open an account,8
R1066,Private bank,30-44,Make a payment,10
R1066,Private bank,30-44,Get support,8
R1066,Private bank,30-44,Apply for credit,9
R1067,Private bank,18-29,Open an account,4
R1067,Private bank,18-29,Make a payment,4
R1067,Private bank,18-29,Get support,9
R1067,Private bank,18-29,Apply for credit,8
R1068,Neobank / payments app,18-29,Open an account,10
R1068,Neobank / payments app,18-29,Make a payment,8
R1068,Neobank / payments app,18-29,Get support,4
R1068,Neobank / payments app,18-29,Apply for credit,9
R1069,Private bank,60+,Open an account,9
R1069,Private bank,60+,Make a payment,9
R1069,Private bank,60+,Get support,8
R1069,Private bank,60+,Apply for credit,5
R1070,Private bank,30-44,Open an account,9
R1070,Private bank,30-44,Make a payment,8
R1070,Private bank,30-44,Get support,10
R1070,Private bank,30-44,Apply for credit,6
R1071,Private bank,60+,Open an account,5
R1071,Private bank,60+,Make a payment,10
R1071,Private bank,60+,Get support,7
R1071,Private bank,60+,Apply for credit,6
R1072,Neobank / payments app,18-29,Open an account,5
R1072,Neobank / payments app,18-29,Make a payment,7
R1072,Neobank / payments app,18-29,Get support,6
R1072,Neobank / payments app,18-29,Apply for credit,10
R1073,Private bank,45-59,Open an account,6
R1073,Private bank,45-59,Make a payment,10
R1073,Private bank,45-59,Get support,7
R1073,Private bank,45-59,Apply for credit,8
R1074,Private bank,30-44,Open an account,9
R1074,Private bank,30-44,Make a payment,9
R1074,Private bank,30-44,Get support,6
R1074,Private bank,30-44,Apply for credit,6
R1075,Private bank,30-44,Open an account,10
R1075,Private bank,30-44,Make a payment,8
R1075,Private bank,30-44,Get support,9
R1075,Private bank,30-44,Apply for credit,7
R1076,Private bank,60+,Open an account,10
R1076,Private bank,60+,Make a payment,3
R1076,Private bank,60+,Get support,10
R1076,Private bank,60+,Apply for credit,8
R1077,Private bank,30-44,Open an account,8
R1077,Private bank,30-44,Make a payment,7
R1077,Private bank,30-44,Get support,9
R1077,Private bank,30-44,Apply for credit,5
R1078,Neobank / payments app,18-29,Open an account,10
R1078,Neobank / payments app,18-29,Make a payment,10
R1078,Neobank / payments app,18-29,Get support,7
R1078,Neobank / payments app,18-29,Apply for credit,6
R1079,Public bank,30-44,Open an account,3
R1079,Public bank,30-44,Make a payment,7
R1079,Public bank,30-44,Get support,5
R1079,Public bank,30-44,Apply for credit,6
R1080,Neobank / payments app,30-44,Open an account,10
R1080,Neobank / payments app,30-44,Make a payment,8
R1080,Neobank / payments app,30-44,Get support,7
R1080,Neobank / payments app,30-44,Apply for credit,10
R1081,Neobank / payments app,18-29,Open an account,6
R1081,Neobank / payments app,18-29,Make a payment,10
R1081,Neobank / payments app,18-29,Get support,5
R1081,Neobank / payments app,18-29,Apply for credit,7
R1082,Private bank,18-29,Open an account,8
R1082,Private bank,18-29,Make a payment,10
R1082,Private bank,18-29,Get support,8
R1082,Private bank,18-29,Apply for credit,9
R1083,Neobank / payments app,45-59,Open an account,9
R1083,Neobank / payments app,45-59,Make a payment,10
R1083,Neobank / payments app,45-59,Get support,4
R1083,Neobank / payments app,45-59,Apply for credit,6
R1084,Private bank,30-44,Open an account,8
R1084,Private bank,30-44,Make a payment,9
R1084,Private bank,30-44,Get support,6
R1084,Private bank,30-44,Apply for credit,7
R1085,Private bank,30-44,Open an account,4
R1085,Private bank,30-44,Make a payment,5
R1085,Private bank,30-44,Get support,7
R1085,Private bank,30-44,Apply for credit,6
R1086,Neobank / payments app,60+,Open an account,6
R1086,Neobank / payments app,60+,Make a payment,10
R1086,Neobank / payments app,60+,Get support,8
R1086,Neobank / payments app,60+,Apply for credit,7
R1087,Private bank,18-29,Open an account,7
R1087,Private bank,18-29,Make a payment,7
R1087,Private bank,18-29,Get support,5
R1087,Private bank,18-29,Apply for credit,10
R1088,Public bank,45-59,Open an account,5
R1088,Public bank,45-59,Make a payment,8
R1088,Public bank,45-59,Get support,6
R1088,Public bank,45-59,Apply for credit,5
R1089,Neobank / payments app,18-29,Open an account,9
R1089,Neobank / payments app,18-29,Make a payment,10
R1089,Neobank / payments app,18-29,Get support,7
R1089,Neobank / payments app,18-29,Apply for credit,8
R1090,Private bank,18-29,Open an account,10
R1090,Private bank,18-29,Make a payment,9
R1090,Private bank,18-29,Get support,10
R1090,Private bank,18-29,Apply for credit,6
R1091,Neobank / payments app,30-44,Open an account,7
R1091,Neobank / payments app,30-44,Make a payment,10
R1091,Neobank / payments app,30-44,Get support,9
R1091,Neobank / payments app,30-44,Apply for credit,6
R1092,Neobank / payments app,45-59,Open an account,8
R1092,Neobank / payments app,45-59,Make a payment,4
R1092,Neobank / payments app,45-59,Get support,5
R1092,Neobank / payments app,45-59,Apply for credit,5
R1093,Private bank,30-44,Open an account,6
R1093,Private bank,30-44,Make a payment,8
R1093,Private bank,30-44,Get support,9
R1093,Private bank,30-44,Apply for credit,8
R1094,Private bank,18-29,Open an account,9
R1094,Private bank,18-29,Make a payment,10
R1094,Private bank,18-29,Get support,9
R1094,Private bank,18-29,Apply for credit,7
R1095,Private bank,45-59,Open an account,8
R1095,Private bank,45-59,Make a payment,3
R1095,Private bank,45-59,Get support,9
R1095,Private bank,45-59,Apply for credit,8
R1096,Private bank,30-44,Open an account,8
R1096,Private bank,30-44,Make a payment,10
R1096,Private bank,30-44,Get support,7
R1096,Private bank,30-44,Apply for credit,8
R1097,Private bank,30-44,Open an account,7
R1097,Private bank,30-44,Make a payment,5
R1097,Private bank,30-44,Get support,9
R1097,Private bank,30-44,Apply for credit,3
R1098,Neobank / payments app,45-59,Open an account,10
R1098,Neobank / payments app,45-59,Make a payment,7
R1098,Neobank / payments app,45-59,Get support,8
R1098,Neobank / payments app,45-59,Apply for credit,6
R1099,Neobank / payments app,18-29,Open an account,10
R1099,Neobank / payments app,18-29,Make a payment,7
R1099,Neobank / payments app,18-29,Get support,6
R1099,Neobank / payments app,18-29,Apply for credit,5
R1100,Private bank,18-29,Open an account,7
R1100,Private bank,18-29,Make a payment,9
R1100,Private bank,18-29,Get support,6
R1100,Private bank,18-29,Apply for credit,10
R1101,Neobank / payments app,45-59,Open an account,8
R1101,Neobank / payments app,45-59,Make a payment,9
R1101,Neobank / payments app,45-59,Get support,4
R1101,Neobank / payments app,45-59,Apply for credit,7
R1102,Private bank,45-59,Open an account,10
R1102,Private bank,45-59,Make a payment,7
R1102,Private bank,45-59,Get support,7
R1102,Private bank,45-59,Apply for credit,10
R1103,Public bank,18-29,Open an account,6
R1103,Public bank,18-29,Make a payment,6
R1103,Public bank,18-29,Get support,6
R1103,Public bank,18-29,Apply for credit,6
R1104,Neobank / payments app,60+,Open an account,9
R1104,Neobank / payments app,60+,Make a payment,8
R1104,Neobank / payments app,60+,Get support,3
R1104,Neobank / payments app,60+,Apply for credit,10
R1105,Public bank,18-29,Open an account,6
R1105,Public bank,18-29,Make a payment,7
R1105,Public bank,18-29,Get support,4
R1105,Public bank,18-29,Apply for credit,6
R1106,Neobank / payments app,18-29,Open an account,10
R1106,Neobank / payments app,18-29,Make a payment,10
R1106,Neobank / payments app,18-29,Get support,5
R1106,Neobank / payments app,18-29,Apply for credit,6
R1107,Private bank,18-29,Open an account,10
R1107,Private bank,18-29,Make a payment,8
R1107,Private bank,18-29,Get support,6
R1107,Private bank,18-29,Apply for credit,8
R1108,Private bank,18-29,Open an account,9
R1108,Private bank,18-29,Make a payment,7
R1108,Private bank,18-29,Get support,6
R1108,Private bank,18-29,Apply for credit,5
R1109,Neobank / payments app,30-44,Open an account,9
R1109,Neobank / payments app,30-44,Make a payment,8
R1109,Neobank / payments app,30-44,Get support,6
R1109,Neobank / payments app,30-44,Apply for credit,6
R1110,Private bank,18-29,Open an account,6
R1110,Private bank,18-29,Make a payment,7
R1110,Private bank,18-29,Get support,9
R1110,Private bank,18-29,Apply for credit,7
R1111,Private bank,60+,Open an account,7
R1111,Private bank,60+,Make a payment,6
R1111,Private bank,60+,Get support,6
R1111,Private bank,60+,Apply for credit,10
R1112,Private bank,45-59,Open an account,5
R1112,Private bank,45-59,Make a payment,7
R1112,Private bank,45-59,Get support,6
R1112,Private bank,45-59,Apply for credit,9
R1113,Neobank / payments app,18-29,Open an account,7
R1113,Neobank / payments app,18-29,Make a payment,10
R1113,Neobank / payments app,18-29,Get support,7
R1113,Neobank / payments app,18-29,Apply for credit,10
R1114,Private bank,18-29,Open an account,7
R1114,Private bank,18-29,Make a payment,10
R1114,Private bank,18-29,Get support,6
R1114,Private bank,18-29,Apply for credit,8
R1115,Private bank,30-44,Open an account,7
R1115,Private bank,30-44,Make a payment,6
R1115,Private bank,30-44,Get support,7
R1115,Private bank,30-44,Apply for credit,8
R1116,Public bank,18-29,Open an account,5
R1116,Public bank,18-29,Make a payment,9
R1116,Public bank,18-29,Get support,9
R1116,Public bank,18-29,Apply for credit,7
R1117,Neobank / payments app,45-59,Open an account,7
R1117,Neobank / payments app,45-59,Make a payment,8
R1117,Neobank / payments app,45-59,Get support,3
R1117,Neobank / payments app,45-59,Apply for credit,5
R1118,Private bank,18-29,Open an account,10
R1118,Private bank,18-29,Make a payment,8
R1118,Private bank,18-29,Get support,5
R1118,Private bank,18-29,Apply for credit,7
R1119,Private bank,45-59,Open an account,5
R1119,Private bank,45-59,Make a payment,7
R1119,Private bank,45-59,Get support,9
R1119,Private bank,45-59,Apply for credit,7
R1120,Neobank / payments app,18-29,Open an account,10
R1120,Neobank / payments app,18-29,Make a payment,8
R1120,Neobank / payments app,18-29,Get support,7
R1120,Neobank / payments app,18-29,Apply for credit,9
R1121,Public bank,60+,Open an account,8
R1121,Public bank,60+,Make a payment,8
R1121,Public bank,60+,Get support,7
R1121,Public bank,60+,Apply for credit,7
R1122,Private bank,30-44,Open an account,8
R1122,Private bank,30-44,Make a payment,10
R1122,Private bank,30-44,Get support,7
